Labogene Datalogger;;;Date: 7/10-2020;;Time: 09:15
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
No data...
;;Graf 1;Graf 2;Graf 3;Graf 4;Graf 5;Graf 6;Graf 7;Graf 8;Graf 9;Graf 10;Graf 11;Graf 12;Graf 13;Graf 14;Graf 15;Dig 1;Dig 2;Dig 3;Dig 4;Dig 5;Dig 6;Dig 7;Dig 8;Dig 9;Dig 10;Dig 11;Dig 12;Dig 13;Dig 14;Dig 15;Dig 16
LOG nr;Time;Shelf1;Shelf2;Shelf3;Shelf4;Shelf5;Shelf6;Shelf7;Shelf8;Ice condensor;Product;Actual pressure;Time;-;AutoStep;Configuration;Pressostat1;Pressostat2;Release valve;Vacuum pump;Cool only;Pressostat1 lock;Pressostat2 lock;Wait for low temperature;Manual MODE;Auto MODE;De-ice MODE;Release MODE;Pressure regulation;Vacuum valve;Compressor2;Compressor1
129;14:30-6/10;22,7;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,9;-14,0;118;83;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
130;14:30-6/10;22,9;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,9;-14,0;118;84;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
131;14:31-6/10;23,1;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,6;-14,0;118;85;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
132;14:32-6/10;23,2;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-96,7;-14,0;118;85;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
133;14:33-6/10;23,5;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-96,8;-14,0;118;86;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
134;14:33-6/10;23,7;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-96,8;-14,0;118;87;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
135;14:34-6/10;23,6;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,7;-14,0;117;88;1806;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
136;14:35-6/10;23,5;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,8;-14,0;118;88;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
137;14:36-6/10;23,3;83,0;23,2;83,0;23,1;83,0;83,0;83,0;-96,8;-14,0;118;89;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
138;14:36-6/10;23,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,8;-14,0;118;90;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
139;14:37-6/10;23,0;83,0;23,1;83,0;23,1;83,0;83,0;83,0;-96,9;-14,0;118;91;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
140;14:38-6/10;22,8;83,0;23,1;83,0;23,2;83,0;83,0;83,0;-96,7;-14,0;118;91;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
141;14:39-6/10;22,6;83,0;23,1;83,0;23,2;83,0;83,0;83,0;-96,8;-14,0;118;92;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
142;14:40-6/10;22,6;83,0;23,1;83,0;23,1;83,0;83,0;83,0;-96,8;-14,0;118;93;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
143;14:40-6/10;22,6;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,8;-14,0;118;94;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
144;14:41-6/10;22,7;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-96,8;-14,0;118;94;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
145;14:42-6/10;22,7;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-96,8;-14,0;118;95;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
146;14:43-6/10;22,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,8;-14,0;118;96;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
147;14:43-6/10;23,0;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-96,7;-14,0;118;97;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
148;14:44-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,8;-14,0;118;97;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
149;14:45-6/10;23,3;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,8;-14,0;118;98;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
150;14:46-6/10;23,4;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,8;-14,0;118;99;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
151;14:46-6/10;23,5;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,7;-14,0;118;100;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
152;14:47-6/10;23,5;83,0;22,9;83,0;23,1;83,0;83,0;83,0;-97,0;-14,0;118;100;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
153;14:48-6/10;23,4;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,7;-14,0;118;101;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
154;14:49-6/10;23,2;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,7;-14,0;118;102;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
155;14:49-6/10;23,0;83,0;23,2;83,0;23,1;83,0;83,0;83,0;-96,8;-14,0;118;103;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
156;14:50-6/10;22,9;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,8;-15,0;118;103;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
157;14:51-6/10;22,7;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,7;-14,0;118;104;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
158;14:52-6/10;22,7;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,8;-15,0;118;105;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
159;14:52-6/10;22,6;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,9;-15,0;118;106;1808;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
160;14:53-6/10;22,7;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,7;-15,0;118;106;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
161;14:54-6/10;22,7;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,7;-15,0;117;107;1806;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
162;14:55-6/10;22,9;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,9;-15,0;118;108;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
163;14:55-6/10;23,0;83,0;22,9;83,0;22,9;83,0;83,0;83,0;-96,8;-15,0;118;109;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
164;14:56-6/10;23,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,7;-15,0;118;109;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
165;14:57-6/10;23,3;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,9;-15,0;117;110;1806;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
166;14:58-6/10;23,3;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,8;-15,0;118;111;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
167;14:58-6/10;23,4;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,7;-15,0;118;112;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
168;14:59-6/10;23,3;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,8;-15,0;118;112;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
169;15:00-6/10;23,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,7;-15,0;118;113;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
170;15:01-6/10;23,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,8;-15,0;118;114;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
171;15:01-6/10;23,2;83,0;22,9;83,0;23,1;83,0;83,0;83,0;-96,6;-15,0;117;115;1806;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
172;15:02-6/10;22,9;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,7;-15,0;118;115;1807;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
173;15:03-6/10;22,9;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,6;-15,0;117;116;1806;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
174;15:04-6/10;22,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,7;-15,0;117;117;1806;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
175;15:04-6/10;22,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,5;-15,0;116;118;1804;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
176;15:05-6/10;22,8;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-96,5;-15,0;116;118;1804;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
177;15:06-6/10;22,7;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,6;-15,0;116;119;1805;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
178;15:07-6/10;22,9;83,0;23,1;83,0;22,9;83,0;83,0;83,0;-96,7;-15,0;116;120;1804;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
179;15:07-6/10;23,0;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-96,4;-15,0;116;121;1805;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
180;15:08-6/10;23,1;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,5;-15,0;116;121;1805;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
181;15:09-6/10;23,2;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-96,7;-15,0;116;122;1805;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
182;15:10-6/10;23,3;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,4;-15,0;116;123;1805;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
183;15:10-6/10;23,2;83,0;23,1;83,0;23,1;83,0;83,0;83,0;-96,5;-15,0;116;124;1805;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
184;15:11-6/10;23,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,5;-15,0;116;124;1805;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
185;15:12-6/10;23,2;83,0;23,1;83,0;23,1;83,0;83,0;83,0;-96,5;-16,0;116;125;1805;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
186;15:13-6/10;23,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,4;-16,0;116;126;1805;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
187;15:13-6/10;23,1;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,7;-16,0;116;127;1805;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
188;15:14-6/10;23,1;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,6;-16,0;116;127;1805;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
189;15:15-6/10;22,9;83,0;23,0;83,0;23,2;83,0;83,0;83,0;-96,5;-16,0;116;128;1804;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
190;15:16-6/10;22,9;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-96,5;-16,0;116;129;1804;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
191;15:16-6/10;22,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,6;-16,0;116;130;1804;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
192;15:17-6/10;22,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,5;-16,0;116;130;1804;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
193;15:18-6/10;22,8;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-96,4;-16,0;116;131;1804;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
194;15:19-6/10;23,0;83,0;22,8;83,0;23,1;83,0;83,0;83,0;-96,6;-16,0;116;132;1804;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
195;15:19-6/10;22,9;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,6;-16,0;115;133;1803;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
196;15:20-6/10;23,0;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,3;-16,0;116;133;1804;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
197;15:21-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,6;-16,0;115;134;1803;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
198;15:22-6/10;23,3;83,0;23,1;83,0;23,1;83,0;83,0;83,0;-96,5;-16,0;116;135;1804;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
199;15:22-6/10;23,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,4;-16,0;116;136;1804;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
200;15:23-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,4;-16,0;114;136;1801;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
201;15:24-6/10;23,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,5;-16,0;114;137;1801;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
202;15:25-6/10;23,2;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,4;-16,0;114;138;1802;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
203;15:25-6/10;23,1;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,3;-16,0;114;139;1801;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
204;15:26-6/10;23,1;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-96,5;-16,0;114;139;1801;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
205;15:27-6/10;22,9;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,4;-16,0;114;140;1801;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
206;15:28-6/10;22,9;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,4;-16,0;114;141;1802;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
207;15:28-6/10;22,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,6;-16,0;114;142;1802;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
208;15:29-6/10;22,9;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,5;-16,0;114;142;1801;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
209;15:30-6/10;22,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,5;-16,0;114;143;1802;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
210;15:31-6/10;22,8;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-96,4;-16,0;114;144;1801;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
211;15:31-6/10;22,9;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,3;-16,0;115;145;1803;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
212;15:32-6/10;23,1;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-96,4;-16,0;114;145;1802;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
213;15:33-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,4;-16,0;114;146;1802;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
214;15:34-6/10;23,1;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-96,4;-16,0;113;147;1800;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
215;15:34-6/10;23,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,2;-17,0;113;148;1800;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
216;15:35-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,2;-17,0;113;148;1800;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
217;15:36-6/10;23,2;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,3;-17,0;112;149;1799;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
218;15:37-6/10;22,9;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,2;-17,0;113;150;1800;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
219;15:37-6/10;23,0;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,0;-17,0;113;151;1800;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
220;15:38-6/10;22,9;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,2;-17,0;113;151;1800;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
221;15:39-6/10;22,8;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,3;-17,0;112;152;1799;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
222;15:40-6/10;22,8;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,2;-17,0;113;153;1800;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
223;15:40-6/10;22,8;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,0;-17,0;113;154;1800;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
224;15:41-6/10;22,9;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,1;-17,0;112;155;1798;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
225;15:42-6/10;23,0;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,3;-17,0;112;155;1799;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
226;15:43-6/10;23,0;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,0;-17,0;112;156;1799;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
227;15:43-6/10;23,0;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,0;-17,0;112;157;1798;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
228;15:44-6/10;23,2;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-96,3;-17,0;112;158;1798;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
229;15:45-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,4;-17,0;112;158;1799;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
230;15:46-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,1;-17,0;110;159;1796;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
231;15:47-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,2;-17,0;111;160;1797;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
232;15:47-6/10;23,2;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,3;-17,0;110;161;1796;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
233;15:48-6/10;23,0;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,3;-17,0;110;161;1796;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
234;15:49-6/10;22,9;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,4;-17,0;111;162;1797;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
235;15:50-6/10;22,9;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,5;-17,0;110;163;1796;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
236;15:50-6/10;22,9;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,4;-17,0;111;164;1797;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
237;15:51-6/10;22,8;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,4;-17,0;111;164;1797;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
238;15:52-6/10;22,8;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,4;-17,0;111;165;1797;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
239;15:53-6/10;22,9;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-96,5;-17,0;111;166;1797;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
240;15:53-6/10;23,0;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,5;-18,0;111;167;1797;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
241;15:54-6/10;23,0;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,5;-18,0;110;167;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
242;15:55-6/10;23,0;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-96,6;-18,0;110;168;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
243;15:56-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,6;-18,0;109;169;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
244;15:56-6/10;23,1;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,4;-18,0;110;170;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
245;15:57-6/10;23,2;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,6;-18,0;110;170;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
246;15:58-6/10;23,2;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,6;-18,0;109;171;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
247;15:59-6/10;23,1;83,0;23,1;83,0;23,1;83,0;83,0;83,0;-96,7;-18,0;110;172;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
248;15:59-6/10;23,1;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,6;-18,0;110;173;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
249;16:00-6/10;22,9;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-96,7;-18,0;108;173;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
250;16:01-6/10;22,9;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,7;-18,0;110;174;1795;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
251;16:02-6/10;22,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,7;-18,0;109;175;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
252;16:02-6/10;22,9;83,0;23,1;83,0;23,1;83,0;83,0;83,0;-96,7;-18,0;109;176;1794;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
253;16:03-6/10;22,8;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,7;-18,0;108;176;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
254;16:04-6/10;22,9;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-96,6;-18,0;108;177;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
255;16:05-6/10;23,0;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,6;-18,0;108;178;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
256;16:05-6/10;23,0;83,0;23,1;83,0;22,9;83,0;83,0;83,0;-96,8;-18,0;108;179;1793;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
257;16:06-6/10;23,1;83,0;23,0;83,0;22,9;83,0;83,0;83,0;-96,7;-18,0;106;179;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
258;16:07-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,7;-18,0;107;180;1791;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
259;16:08-6/10;23,2;83,0;22,9;83,0;23,0;83,0;83,0;83,0;-96,7;-18,0;106;181;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
260;16:08-6/10;23,2;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,8;-18,0;106;182;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
261;16:09-6/10;23,2;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,9;-18,0;106;182;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
262;16:10-6/10;23,1;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,8;-18,0;106;183;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
263;16:11-6/10;23,1;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,7;-18,0;106;184;1790;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
264;16:11-6/10;22,9;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,8;-18,0;105;185;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
265;16:12-6/10;22,9;83,0;23,0;83,0;23,1;83,0;83,0;83,0;-96,8;-18,0;106;185;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
266;16:13-6/10;22,8;83,0;23,1;83,0;23,1;83,0;83,0;83,0;-96,7;-18,0;105;186;1788;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
267;16:14-6/10;22,9;83,0;23,1;83,0;23,0;83,0;83,0;83,0;-96,8;-19,0;106;187;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
268;16:14-6/10;22,9;83,0;23,0;83,0;23,0;83,0;83,0;83,0;-96,8;-19,0;106;188;1789;6;8135;0;0;0;0;0;0;0;0;0;1;0;0;1;1;1;1
